var name, type , #
RowLayout>>layout:in:>>temp>>width,SmallInteger,53524,BoxedFloat64,16980
MenuItemMorph>>handleMouseUp:>>arg>>anEvent,MouseButtonEvent,1
MenuItemMorph>>minWidth>>temp>>subMenuWidth,SmallInteger,532
LayoutProperties>>vResizing,ByteSymbol,261000
MenuItemMorph>>arguments:>>arg>>aCollection,Array,171
StringMorph>>handlesMouseDown:>>arg>>evt,MouseButtonEvent,13
LayoutCell>>target:>>arg>>newTarget,MorphTreeMorph,27,SimpleButtonMorph,273,PlainGroupboxMorph,76,DropListMorph,69,MorphDropListMorph,8,DockingBarToggleMenuItemMorph,8,AlignmentMorph,1911,CheckboxButtonMorph,1012,AlphaImageMorph,512,Morph,19107,RubScrolledTextMorph,15,PluggableMorphListMorph,10,GLMPluggableButtonMorph,158,FuzzyLabelMorph,23,SVColorSelectorMorph,12,LabelMorph,2921,IconicListItem,26,PluggableSliderMorph,12,EmbeddedMenuMorph,5,TabGroupMorph,7,ToolDockingBarMorph,30,PluggableTextMorph,13,TabSelectorMorph,8,PaginatedMorphTreeMorph,14,ColorPresenterMorph,6,PluggableButtonMorph,737,GroupboxMorph,92,EditableDropListMorph,8,HSVAColorSelectorMorph,12,PluggableIconListMorph,19,JobProgressBarMorph,3,CheckboxMorph,21,IconicButton,39,PanelMorph,1694,HColorSelectorMorph,12,ImageMorph,449,MultistateButtonMorph,31,SeparatorMorph,65,ControlButtonMorph,55,ExpanderTitleMorph,44,GLMTabSelectorBrick,50,JobProgressMorph,2,TreeListMorph,26,ProgressBarMorph,3,PluggableListMorph,24,PluggableTextFieldMorph,90,HSVColorSelectorMorph,10,AColorSelectorMorph,18,StringMorph,28597,ToggleMenuItemMorph,168,GeneralScrollPane,5,EmbossedStringMorph,3,ExpanderMorph,46,ColorChooserMorph,22,TextMorph,130,TabLabelMorph,7
RowLayout>>minExtentOf:in:>>temp>>props,TableLayoutProperties,32606
TextLine>>right,SmallInteger,32425,BoxedFloat64,8218
StringMorph>>initWithContents:font:emphasis:>>arg>>aFont,UndefinedObject,30014,LogicalFont,518
MenuItemMorph>>contents:withMarkers:>>arg>>aBool,True,172
TableLayout>>computeCellSizes:in:horizontal:>>temp>>minSize,Point,40
TableLayout>>layout:in:>>temp>>arrangement,Array,20
TextComposer>>theContainer,Rectangle,20479
RowLayout>>layout:in:>>17>>arg>>m,PanelMorph,1992,ControlButtonMorph,202,MultistateButtonMorph,1850,ImageMorph,6510,CheckboxMorph,14997,PluggableTextFieldMorph,62022,PluggableButtonMorph,3822,TextMorphForFieldView,207,TextMorph,2859,LabelMorph,1220,ToolDockingBarMorph,18,StringMorph,4309,Morph,5372
ProportionalLayout>>minExtentOf:in:>>1>>temp>>extent,Point,706
TextMorph>>autoFit:>>arg>>trueOrFalse,True,3353,False,5
TableLayout>>minExtentHorizontal:>>temp>>maxX,SmallInteger,7581
MenuItemMorph>>select:>>arg>>evt,MouseButtonEvent,1,MouseMoveEvent,1
TableLayout>>layoutTopToBottom:in:>>temp>>minX,SmallInteger,3033
TextMorph>>installEditorToReplace:>>temp>>stateArray,Array,6
EmbossedStringMorph>>style:>>arg>>anObject,ByteSymbol,3
TableLayout>>layoutLeftToRight:in:>>temp>>posX,SmallInteger,77510,BoxedFloat64,14784
TableLayoutProperties>>cellSpacing:>>arg>>aSymbol,ByteSymbol,38192
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>wrap,SmallInteger,20
TableLayout>>minExtentHorizontal:>>temp>>inset,Point,7581
MenuItemMorph>>selector,UndefinedObject,177,ByteSymbol,171
MenuMorph>>addToggle:target:selector:>>arg>>aSymbol,ByteSymbol,2
MenuMorph>>addToggle:target:selector:getStateSelector:argumentList:>>arg>>aString,ByteString,2
ImageMorph>>image:>>arg>>anImage,ColorForm,1,Form,276
RowLayout>>minExtentOf:in:>>temp>>extent,Point,69909
Paragraph>>lineIndexForPoint:>>1>>arg>>line,TextLine,1914
SystemProgressMorph>>update:>>temp>>isTimeForRefresh,True,37,False,51
TransformMorph>>extent:>>arg>>aPoint,Point,16581
JobProgressMorph>>lastRefresh,SmallInteger,1
ImageMorph>>image,ColorForm,41,Form,154714
StringMorph>>rowMorphForNode:inColumn:>>arg>>aNode,MorphTreeNodeModel,24174,PackageMethodCategoryNodeExample,11,PackageClassNodeExample,10,PackageNodeExample,936
TextComposer>>composeEachRectangleIn:>>temp>>myLine,TextLine,29085
AlphaImageMorph>>drawOn:>>arg>>aCanvas,FormCanvas,87
AlphaImageMorph>>cachedForm:>>arg>>anObject,ColorForm,1,Form,22,UndefinedObject,731
MouseClickState>>clickSelector,ByteSymbol,9
TableLayout>>computeCellSizes:in:horizontal:>>temp>>cells,WriteStream,20
MorphicEventHandler>>mouseEnter:fromMorph:>>arg>>event,MouseButtonEvent,1,MouseMoveEvent,16
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>spacing,ByteSymbol,20
TextMorphForEditView>>acceptOnCR:>>arg>>trueOrFalse,True,3026,False,2
MorphicEventHandler>>existsSubscriptionsFor:>>arg>>anEvent,ByteSymbol,23
Paragraph>>buildSelectionBlocksFrom:to:>>arg>>bottomRight,Point,1
SimpleBorder>>width,SmallInteger,184399
ProportionalLayout>>minExtentOf:in:>>1>>temp>>frame,LayoutFrame,353
LayoutFrame>>rightFraction:offset:>>arg>>anInteger,SmallInteger,9
TableLayout>>layoutLeftToRight:in:>>temp>>last,BoxedFloat64,7,SmallInteger,38603,UndefinedObject,37336,LayoutCell,54111
DashedBorder>>dashLengths:>>arg>>anObject,Array,2
TableLayout>>computeCellSizes:in:horizontal:>>temp>>block,BlockClosure,20
Paragraph>>composeLinesFrom:to:delta:into:priorLines:atY:>>arg>>startingY,SmallInteger,8
TableLayout>>minExtentVertical:>>temp>>minX,SmallInteger,2255
ToggleMenuItemMorph>>getStateSelector:>>arg>>anObject,UndefinedObject,3
TextMorph>>mouseDown:>>arg>>evt,MouseButtonEvent,1
Paragraph>>lines,Array,20479
ToggleMenuItemMorph>>drawText:on:in:color:>>arg>>aCanvas,FormCanvas,62
