var name, type , #
WorldState>>drawWorld:submorphs:invalidAreasOn:>>3>>temp>>mm,StandardWindow,118,ChooseDropListDialogWindow,21,DenyDialogWindow,21,TextEntryDialogWindow,110,GrowlMorph,20,TaskbarMorph,189,ImageMorph,57,GLMSystemWindow,59,SimpleBalloonMorph,4,MessageDialogWindow,21,IdentifierChooserMorph,22,SystemProgressMorph,187,NautilusWindow,57,QuestionDialogWindow,39,PluggableDialogWindow,120,AlertDialogWindow,21,SystemWindow,289,ErrorDialogWindow,21,FreeTypeFontSelectorDialogWindow,21,QuestionWithoutCancelDialogWindow,21,ProceedDialogWindow,21,FileDialogWindow,42,ColorSelectorDialogWindow,21
WorldState>>checkIfUpdateNeeded>>2>>arg>>h,HandMorph,135643
Morph>>updateableActionMap>>temp>>actionMap,IdentityDictionary,179,UndefinedObject,21
Morph>>removeAlarm:>>temp>>scheduler,WorldMorph,143
WorldState>>drawWorld:submorphs:invalidAreasOn:>>1>>arg>>r1,Rectangle,722
Morph>>attachKeymapCategory:targetting:>>arg>>aCategoryName,ByteSymbol,3032
PasteUpMorph>>openModal:>>arg>>aSystemWindow,PluggableDialogWindow,1,QuestionDialogWindow,1
MorphicEventDispatcher>>morph,MorphTreeMorph,81,TransformMorph,588,PlainGroupboxMorph,824,SystemWindow,412,TopRightGripMorph,1286,AlignmentMorph,1582,AlertDialogWindow,55,MorphTreeNodeMorph,11277,TextEntryDialogWindow,964,Morph,1330,MorphTreeResizerMorph,3,QuestionWithoutCancelDialogWindow,58,MessageDialogWindow,55,SystemProgressMorph,4,LabelMorph,647,ScrollBar,74,TopLeftGripMorph,1286,ChooseDropListDialogWindow,55,ColorSelectorDialogWindow,55,BottomLeftGripMorph,1286,QuestionDialogWindow,233,ErrorDialogWindow,55,IdentifierChooserMorph,160,FreeTypeFontSelectorDialogWindow,55,StandardWindow,110,FileDialogWindow,110,PluggableButtonMorph,349,WorldMorph,66651,PluggableDialogWindow,9731,WindowEdgeGripMorph,5144,PanelMorph,2330,TextMorphForFieldView,586,ImageMorph,59,MultistateButtonMorph,20,BorderedMorph,2,DenyDialogWindow,55,BottomRightGripMorph,1286,UndefinedObject,109562,MorphTreeTransformMorph,39,PluggableTextFieldMorph,594,StringMorph,12,TaskbarMorph,4,ProceedDialogWindow,55
MorphChangedWithArguments>>arguments,SmallInteger,1
HandMorph>>ActiveEvent,UndefinedObject,66651,MouseWheelEvent,4,KeyboardEvent,90,MouseButtonEvent,28,MouseMoveEvent,554,WindowEvent,1,DropEvent,4,MouseEvent,69840
MorphicEventDispatcher>>handleMouseUp:>>arg>>anEvent,MouseButtonEvent,6
WorldState>>interCyclePause:>>temp>>wait2,SmallInteger,67938
Morph>>clearArea>>temp>>visLeft,SmallInteger,77
Morph>>referencePosition>>temp>>box,Rectangle,19
Morph>>repelsMorph:event:>>arg>>ev,DropEvent,7
Morph>>handleMouseMove:>>arg>>anEvent,MouseMoveEvent,1114
Morph>>bounds:from:>>arg>>aRectangle,Rectangle,3873
MouseWheelEvent>>wasHandled,False,4
Morph>>layoutProportionallyIn:>>temp>>box,Rectangle,1384
Morph>>on:send:to:>>arg>>selector,ByteSymbol,375449
MouseButtonEvent>>source,HandMorph,32
Morph>>setToAdhereToEdge:>>arg>>anEdge,ByteSymbol,2
HandMorph>>generateKeyboardEvent:>>temp>>pressType,SmallInteger,95
Morph>>layoutInBounds:>>arg>>cellBounds,Rectangle,53310
Morph>>addAlarm:withArguments:at:>>arg>>args,Array,6
MouseMoveEvent>>sentTo:>>arg>>anObject,StandardWindow,5,TextMorphForFieldView,25,TransformMorph,25,BorderedMorph,3,TextEntryDialogWindow,104,MorphTreeMorph,21,Morph,42,MorphicEventDispatcher,6659,PlainGroupboxMorph,62,PluggableTextFieldMorph,26,AlignmentMorph,86,PanelMorph,234,QuestionDialogWindow,31,PluggableDialogWindow,101,LabelMorph,71,MorphTreeTransformMorph,12,MultistateButtonMorph,3,PluggableButtonMorph,40,MorphTreeNodeMorph,18,WorldMorph,419,ScrollBar,3,StringMorph,15
DropEvent>>contents,QuestionDialogWindow,1,PluggableDialogWindow,1,TextEntryDialogWindow,2
MouseMoveEvent>>startPoint,Point,9981
MorphExtension>>balloonText:>>arg>>newValue,ByteString,864,UndefinedObject,41832
Morph>>minExtent>>temp>>layout,RowLayout,28703,ProportionalLayout,27,TableLayout,17239,UndefinedObject,56864
Morph>>wantsYellowButtonMenu:>>arg>>aBoolean,True,178
Morph>>handleFocusEvent:>>arg>>anEvent,KeyboardEvent,90,MouseButtonEvent,12,MouseMoveEvent,61,MouseEvent,3707
KeyboardEvent>>source,HandMorph,91
Morph>>openInWindowLabeled:>>arg>>aString,ByteString,11
HandMorph>>position:>>temp>>adjustedPosition,Point,573
KeyboardEvent>>setType:buttons:position:keyValue:charCode:hand:stamp:>>arg>>aSymbol,ByteSymbol,91
Morph>>keyStroke:>>arg>>anEvent,KeyboardEvent,22
HandMorph>>sendEvent:focus:>>arg>>focusHolder,UndefinedObject,5
Morph>>privateColor:>>arg>>aColor,Color,59743
MouseButtonEvent>>setType:position:which:buttons:hand:stamp:>>arg>>stamp,SmallInteger,32
Morph>>on:send:to:withValue:>>arg>>eventName,ByteSymbol,356
HandMorph>>dropMorphs:>>arg>>anEvent,MouseButtonEvent,4
WorldState>>selectHandsToDrawForDamage:>>arg>>damageList,OrderedCollection,170
Morph>>invalidRect:from:>>arg>>aMorph,DropListMorph,819,AlertDialogWindow,18,TextMorph,4291,MorphTreePager,116,MenuItemMorph,2,FreeTypeFontSelectorDialogWindow,18,EditorFindReplaceDialogWindow,7,EditableDropListMorph,78,TextMorphForFieldView,63915,ErrorDialogWindow,18,RubScrolledTextMorph,32,IconicButton,664,TabBarMorph,133,RubCursor,8,HColorSelectorMorph,157,SeparatorMorph,230,GLMFoundationBrick,35,TaskbarMorph,13,GLMPluggableButtonMorph,12,ScrollBar,258485,LazyMorphTreeMorph,29457,HSVColorSelectorMorph,127,PluggableSliderMorph,113,JobProgressBarMorph,55,Morph,273764,PluggableDialogWindow,218,TransformMorph,302460,TransformWithLayoutMorph,693,GLMSystemWindow,1,GroupboxMorph,2656,RubTextScrollPane,26,GLMPagerBrick,35,SimpleBalloonMorph,12,PluggableIconListMorph,411,ToolDockingBarMorph,128,JobProgressMorph,66,TextMorphForEditView,128,DenyDialogWindow,18,RubPrimarySelectionMorph,6,ProceedDialogWindow,18,IdentifierChooserMorph,54,PluggableMorphListMorph,980,GrowlMorph,105,QuestionWithoutCancelDialogWindow,18,ColorSelectorDialogWindow,18,StandardWindow,79,FuzzyLabelMorph,11,MenuMorph,4,LazyMorphListMorph,199,ProgressBarMorph,62,QuestionDialogWindow,47,LazyListMorph,247,SystemProgressMorph,13,WindowEdgeGripMorph,1490,ExpanderTitleMorph,268,GLMMorphBrick,35,TabLabelItem,93,DockingBarToggleMenuItemMorph,71,CheckboxMorph,22227,PluggableTextMorph,230,PaginatedMorphTreeMorph,777,PluggableListMorph,852,CheckboxButtonMorph,17366,FileDialogWindow,35,IndentingListItemMorph,2134,MorphTreeResizerMorph,194,MultistateButtonMorph,4806,HandMorph,4,PluggableTextFieldMorph,108147,IconicListItem,636,TabLabelMorph,59,ControlButtonMorph,1120,LazyTabGroupMorph,35,TreeListMorph,1146,StringMorph,150440,RubScrollBar,4,GLMScrollPaneBandBrick,35,MessageDialogWindow,18,MorphDropListMorph,210,LabelMorph,44797,PanelMorph,27018,PolygonMorph,108,MorphTreeTransformMorph,64689,TopLeftGripMorph,178,TabGroupMorph,128,PluggableButtonMorph,14139,PluggableToggleButtonMorph,141,MorphTreeChunkPager,73,AlphaImageMorph,4269,ImageMorph,597748,LockableTabMorph,42,EmbeddedMenuMorph,739,ColorPresenterMorph,149,GeneralScrollBar,438,ToggleMenuItemMorph,1692,GeneralScrollPane,241,RubEditingArea,19,SVColorSelectorMorph,110,TopRightGripMorph,258,GLMPagerScrollBrick,35,PlainGroupboxMorph,664,TextEntryDialogWindow,54,BorderedMorph,910530,ChooseDropListDialogWindow,18,ExpanderMorph,330,BottomLeftGripMorph,256,HSVAColorSelectorMorph,140,BottomRightGripMorph,258,SystemWindow,212,AlignmentMorph,15015,TabMorph,149,MorphTreeColumnButton,439,MorphTreeMorph,4135,BracketMorph,747,EmbossedStringMorph,9,TabManagerMorph,178,TabSelectorMorph,65,AColorSelectorMorph,232,ColorChooserMorph,66
BorderStyle>>=>>arg>>aBorderStyle,RaisedBorder,41,BorderStyle,21145,SimpleBorder,64625,Pharo3TabPanelBorder,6,InsetBorder,3402
Morph>>lock:>>arg>>aBoolean,True,2667,False,1045
Morph>>extent:>>arg>>aPoint,Point,570390
BorderedMorph>>removeCornerGrips>>temp>>corners,Array,4
WorldMorph>>addAlarm:withArguments:for:at:>>arg>>aSelector,ByteSymbol,7
BorderedMorph>>splitters>>1>>arg>>each,AlignmentMorph,228,BottomRightGripMorph,108,PanelMorph,171,PluggableToggleButtonMorph,9,WindowEdgeGripMorph,432,TopRightGripMorph,108,TabManagerMorph,3,PluggableTextMorph,6,TopLeftGripMorph,108,PluggableButtonMorph,21,BottomLeftGripMorph,108,MorphTreeMorph,12,LazyMorphTreeMorph,6,ToolDockingBarMorph,6
HandMorph>>generateMouseEvent:>>arg>>evtBuf,Array,603
HandMorph>>generateKeyboardEvent:>>temp>>modifiers,SmallInteger,95
Morph>>noteNewOwner:>>arg>>aMorph,DropListMorph,10,AlertDialogWindow,2,MorphTreePager,45,FreeTypeFontSelectorDialogWindow,2,EditorFindReplaceDialogWindow,10,EditableDropListMorph,2,ErrorDialogWindow,2,IconicButton,62,LazyMorphTreeNodeMorph,504,TabBarMorph,37,HColorSelectorMorph,32,TaskbarMorph,178,ScrollBar,73852,LazyMorphTreeMorph,7,HSVColorSelectorMorph,6,PluggableSliderMorph,24,PluggableDialogWindow,48,Morph,23406,JobProgressBarMorph,2,TransformMorph,3257,TransformWithLayoutMorph,15,GroupboxMorph,26,SimpleBalloonMorph,1,PluggableIconListMorph,10,ToolDockingBarMorph,2,WorldMorph,53,JobProgressMorph,3,DenyDialogWindow,2,ProceedDialogWindow,2,IdentifierChooserMorph,5,PluggableMorphListMorph,16,GrowlMorph,2,QuestionWithoutCancelDialogWindow,2,ColorSelectorDialogWindow,2,StandardWindow,77,LazyMorphListMorph,96,MenuMorph,3,QuestionDialogWindow,4,SystemProgressMorph,1,ExpanderTitleMorph,4,TabLabelItem,27,CheckboxMorph,4048,PluggableTextMorph,13,PaginatedMorphTreeMorph,23,PluggableListMorph,46,FileDialogWindow,20,MorphDropListMorph,4,IconicListItem,192,HandMorph,4,PluggableTextFieldMorph,9086,ControlButtonMorph,240,TabLabelMorph,13,MessageDialogWindow,2,TreeListMorph,14,MorphTreeChunkPager,20,PanelMorph,694,TabGroupMorph,2,PluggableToggleButtonMorph,6,PluggableButtonMorph,772,EmbeddedMenuMorph,168,LockableTabMorph,2,GeneralScrollBar,176,ColorPresenterMorph,2,MorphTreeNodeMorph,28646,GeneralScrollPane,21,SVColorSelectorMorph,8,PlainGroupboxMorph,12,TextEntryDialogWindow,20,BorderedMorph,75364,ChooseDropListDialogWindow,2,ExpanderMorph,6,HSVAColorSelectorMorph,4,SystemWindow,130,AlignmentMorph,1611,TabMorph,6,MorphTreeColumnButton,24,MorphTreeMorph,40,TabManagerMorph,2,TabSelectorMorph,15,AColorSelectorMorph,38,ColorChooserMorph,1
HandMorph>>savePatchFrom:>>arg>>aCanvas,FormCanvas,38
MorphicEventDispatcher>>dispatchMouseDown:with:>>temp>>lastHandler,UndefinedObject,16,PluggableButtonMorph,4,PluggableDialogWindow,31,TextEntryDialogWindow,12,PluggableTextFieldMorph,2,QuestionDialogWindow,5,WorldMorph,9
Morph>>layoutProportionallyIn:>>temp>>frame,LayoutFrame,1384
Morph>>addAlarm:withArguments:after:>>arg>>args,Array,6
Morph>>activeHand>>temp>>world,WorldMorph,198
Morph>>addMorphInFrontOfLayer:>>arg>>aMorph,StandardWindow,10,ChooseDropListDialogWindow,2,DenyDialogWindow,2,TextEntryDialogWindow,9,GrowlMorph,2,SimpleBalloonMorph,1,MessageDialogWindow,2,IdentifierChooserMorph,5,SystemProgressMorph,1,QuestionDialogWindow,7,PluggableDialogWindow,40,AlertDialogWindow,2,SystemWindow,26,ErrorDialogWindow,2,FreeTypeFontSelectorDialogWindow,2,ProceedDialogWindow,2,QuestionWithoutCancelDialogWindow,2,ColorSelectorDialogWindow,2,FileDialogWindow,4
MouseMoveEvent>>setType:startPoint:endPoint:trail:buttons:hand:stamp:>>arg>>evtTrail,Array,943
MorphExtension>>layoutPolicy,RowLayout,4595,TableLayout,40809,ProportionalLayout,97
WorldState>>runLocalStepMethodsIn:>>arg>>aWorld,WorldMorph,67938
HandMorph>>sendFocusEvent:to:clear:>>temp>>w,WorldMorph,3870
MouseEvent>>setType:position:buttons:hand:>>arg>>evtType,ByteSymbol,69840
HandMorph>>waitForClicksOrDrag:event:>>arg>>evt,MouseButtonEvent,10
Morph>>aboutToBeGrabbedBy:>>arg>>aHand,HandMorph,4
Morph>>rejectsEvent:>>arg>>anEvent,MouseWheelEvent,84,MouseButtonEvent,268,MouseMoveEvent,8869,WindowEvent,1,DropEvent,92,MouseEvent,168612
MorphicEventDispatcher>>dispatchEvent:with:>>arg>>aMorph,MorphTreeMorph,81,TransformMorph,588,PlainGroupboxMorph,824,SystemWindow,412,TopRightGripMorph,1286,AlignmentMorph,1582,AlertDialogWindow,55,MorphTreeNodeMorph,11277,TextEntryDialogWindow,964,Morph,1330,MorphTreeResizerMorph,3,QuestionWithoutCancelDialogWindow,58,MessageDialogWindow,55,SystemProgressMorph,4,LabelMorph,647,ScrollBar,74,TopLeftGripMorph,1286,ChooseDropListDialogWindow,55,ColorSelectorDialogWindow,55,BottomLeftGripMorph,1286,QuestionDialogWindow,233,ErrorDialogWindow,55,IdentifierChooserMorph,160,FreeTypeFontSelectorDialogWindow,55,StandardWindow,110,FileDialogWindow,110,PluggableButtonMorph,349,WorldMorph,66651,PluggableDialogWindow,9731,WindowEdgeGripMorph,5144,PanelMorph,2330,TextMorphForFieldView,586,ImageMorph,59,MultistateButtonMorph,20,BorderedMorph,2,DenyDialogWindow,55,BottomRightGripMorph,1286,MorphTreeTransformMorph,39,PluggableTextFieldMorph,594,StringMorph,12,TaskbarMorph,4,ProceedDialogWindow,55
Morph>>cornerStyle:>>arg>>aSymbol,ByteSymbol,79798
Morph>>privateFullMoveBy:>>arg>>delta,Point,409489
Morph>>privateMoveBy:>>temp>>border,DashedBorder,6,RaisedBorder,154,BorderStyle,347418,SimpleBorder,64343,Pharo3TabPanelBorder,6,InsetBorder,22917
Morph>>layoutInset:>>arg>>aNumber,Margin,85,SmallInteger,2760,Point,36616
PasteUpMorph>>drawOn:>>arg>>aCanvas,FormCanvas,57
Morph>>keyDown:>>arg>>anEvent,KeyboardEvent,35
MorphicEventDispatcher>>dispatchDropEvent:with:>>temp>>inside,True,6,False,8
HandMorph>>handleEvent:>>15>>arg>>first,QuestionDialogWindow,1,PluggableDialogWindow,24,TextEntryDialogWindow,5
Morph>>addMorph:fullFrame:>>arg>>aLayoutFrame,LayoutFrame,103
WorldState>>activeHand:>>arg>>aHand,UndefinedObject,67938,HandMorph,135876
BorderStyle>>frameRectangle:on:>>arg>>aCanvas,FormCanvas,5320
Morph>>openInWindowLabeled:inWorld:>>temp>>window,SystemWindow,11
MorphicEventDispatcher>>dispatchDefault:with:>>arg>>aMorph,MorphTreeMorph,79,TransformMorph,587,PlainGroupboxMorph,822,SystemWindow,396,TopRightGripMorph,1280,AlignmentMorph,1564,AlertDialogWindow,53,MorphTreeNodeMorph,11276,TextEntryDialogWindow,956,Morph,1301,MorphTreeResizerMorph,2,QuestionWithoutCancelDialogWindow,55,MessageDialogWindow,53,SystemProgressMorph,4,LabelMorph,630,ScrollBar,74,TopLeftGripMorph,1280,ChooseDropListDialogWindow,53,ColorSelectorDialogWindow,53,BottomLeftGripMorph,1280,QuestionDialogWindow,228,ErrorDialogWindow,53,IdentifierChooserMorph,160,FreeTypeFontSelectorDialogWindow,53,StandardWindow,106,FileDialogWindow,106,PluggableButtonMorph,344,WorldMorph,66633,PluggableDialogWindow,9716,WindowEdgeGripMorph,5120,PanelMorph,2285,TextMorphForFieldView,585,ImageMorph,59,MultistateButtonMorph,20,BorderedMorph,2,DenyDialogWindow,53,BottomRightGripMorph,1280,MorphTreeTransformMorph,38,PluggableTextFieldMorph,593,StringMorph,12,TaskbarMorph,4,ProceedDialogWindow,53
Morph>>submorphsSatisfying:>>arg>>aBlock,BlockClosure,236
Morph>>addAlarm:withArguments:at:>>temp>>scheduler,WorldMorph,6
Morph>>drawSubmorphsOn:>>temp>>drawBlock,BlockClosure,4612
HandMorph>>waitForClicksOrDrag:event:selectors:threshold:>>arg>>aMorph,PluggableDialogWindow,5,QuestionDialogWindow,2,TextEntryDialogWindow,3
HandMorph>>grabMorph:from:>>temp>>grabTransform,IdentityTransform,4
Morph>>handleDropMorph:>>temp>>aMorph,QuestionDialogWindow,1,PluggableDialogWindow,1,TextEntryDialogWindow,4
MouseButtonEvent>>wasHandled,False,32
WorldMorph>>acceptDroppingMorph:event:>>arg>>evt,DropEvent,4
Morph>>clipSubmorphs:>>arg>>aBool,True,30169
Morph>>on:send:to:withValue:>>arg>>recipient,FreeTypeFontSelectorDialogWindow,10,ProceedDialogWindow,10,QuestionWithoutCancelDialogWindow,10,QuestionDialogWindow,12,NautilusWindow,20,MessageDialogWindow,10,FileDialogWindow,20,PluggableDialogWindow,38,ChooseDropListDialogWindow,10,ColorSelectorDialogWindow,10,SystemWindow,100,ErrorDialogWindow,10,AlertDialogWindow,10,GLMSystemWindow,20,StandardWindow,40,TextEntryDialogWindow,16,DenyDialogWindow,10
MorphicEventDispatcher>>dispatchMouseDown:with:>>arg>>aMorph,TopLeftGripMorph,5,TextEntryDialogWindow,6,MorphTreeMorph,1,WindowEdgeGripMorph,20,Morph,28,PlainGroupboxMorph,2,PluggableTextFieldMorph,1,BottomRightGripMorph,5,AlignmentMorph,18,PanelMorph,45,QuestionDialogWindow,3,PluggableDialogWindow,10,LabelMorph,17,BottomLeftGripMorph,5,PluggableButtonMorph,5,TopRightGripMorph,5,QuestionWithoutCancelDialogWindow,1,WorldMorph,13,TextMorphForFieldView,1,TransformMorph,1
MorphChanged>>deliverTo:>>arg>>aHandler,ControlButtonMorph,308,TreeListMorph,27,SystemProgressMorph,54,ExpanderMorph,44,ColorPresenterMorph,48,CheckboxButtonMorph,4056,PluggableTextMorph,5,PluggableTextFieldMorph,411,DropListMorph,2,PluggableListMorph,86,PluggableButtonMorph,384,ScrollBar,6,TabGroupMorph,28,PluggableIconListMorph,27,PluggableMorphListMorph,28,CheckboxMorph,80
Morph>>minExtent>>temp>>hFit,ByteSymbol,119746
MorphExtension>>actionMap:>>arg>>anObject,IdentityDictionary,21
HandMorph>>releaseMouseFocus:>>arg>>aMorph,ProceedDialogWindow,1,QuestionWithoutCancelDialogWindow,1,EditorFindReplaceDialogWindow,1,TopLeftGripMorph,4,ChooseDropListDialogWindow,1,DenyDialogWindow,1,TextEntryDialogWindow,10,GrowlMorph,1,ImageMorph,31,WindowEdgeGripMorph,16,SimpleBalloonMorph,1,MessageDialogWindow,1,IdentifierChooserMorph,6,SystemProgressMorph,2,BottomLeftGripMorph,4,BottomRightGripMorph,4,AlignmentMorph,4,QuestionDialogWindow,3,PluggableDialogWindow,10,LabelMorph,2024,AlertDialogWindow,1,EmbeddedMenuMorph,1,JobProgressMorph,2,FreeTypeFontSelectorDialogWindow,1,MultistateButtonMorph,140,PluggableButtonMorph,2,ErrorDialogWindow,1,RubFindReplaceDialogWindow,1,TopRightGripMorph,4,TextMorph,1,ColorSelectorDialogWindow,1,FileDialogWindow,2,StringMorph,10,TextMorphForFieldView,1
Morph>>kmDispatcher>>1>>temp>>kmd,KMDispatcher,6363
WorldState>>drawWorld:submorphs:invalidAreasOn:>>3>>temp>>i,SmallInteger,1691
Morph>>brickThemer>>1>>arg>>each,GLMSystemWindow,96,GLMMorphBrick,48,LazyTabGroupMorph,48,WorldMorph,96,PanelMorph,96
WorldMorph>>acceptDroppingMorph:event:>>arg>>dropped,QuestionDialogWindow,1,PluggableDialogWindow,1,TextEntryDialogWindow,2
MorphicEventDispatcher>>dispatchDropEvent:with:>>temp>>child,StandardWindow,7,TopLeftGripMorph,1,ChooseDropListDialogWindow,2,DenyDialogWindow,2,TextEntryDialogWindow,2,MorphTreeMorph,1,MorphTreeResizerMorph,1,TaskbarMorph,4,GLMSystemWindow,3,ImageMorph,3,WindowEdgeGripMorph,4,Morph,1,MessageDialogWindow,2,SystemProgressMorph,4,NautilusWindow,3,BottomLeftGripMorph,1,BottomRightGripMorph,1,QuestionDialogWindow,2,PluggableDialogWindow,6,AlertDialogWindow,2,SystemWindow,19,ErrorDialogWindow,2,FreeTypeFontSelectorDialogWindow,2,MorphTreeTransformMorph,1,TopRightGripMorph,1,QuestionWithoutCancelDialogWindow,2,ProceedDialogWindow,2,FileDialogWindow,4,ColorSelectorDialogWindow,2,MorphTreeNodeMorph,1
HandMorph>>processEventsFromQueue:>>temp>>evtBuf,Array,699,UndefinedObject,67335
Morph>>valueOfProperty:ifAbsent:>>arg>>aSymbol,ByteSymbol,2786767
WorldState>>handsDo:>>arg>>aBlock,BlockClosure,67938
KeyboardEvent>>timeStamp,SmallInteger,91
MouseWheelEvent>>direction,Character,4
Morph>>handlesMouseMove:>>arg>>anEvent,MouseMoveEvent,974
WorldState>>ActiveHand,UndefinedObject,67938,HandMorph,135876
HandMorph>>generateKeyboardEvent:>>temp>>keyEvent,KeyboardEvent,91
Morph>>stopSteppingSelector:>>arg>>aSelector,ByteSymbol,16
WorldState>>drawWorld:submorphs:invalidAreasOn:>>2>>arg>>dirtyRect,Rectangle,425
Morph>>openModal:>>5>>temp>>aWidget,PluggableDialogWindow,1,QuestionDialogWindow,1,TextEntryDialogWindow,1
Morph>>layoutChanged>>temp>>layout,ProportionalLayout,28282,RowLayout,98417,TableLayout,554368,UndefinedObject,1227946
Morph>>assureLayoutProperties>>temp>>props,TableLayoutProperties,120584,UndefinedObject,11771,LayoutProperties,24077
MorphExtension>>cornerStyle:>>arg>>anObject,ByteSymbol,1
Morph>>dockingBars>>1>>arg>>each,StandardWindow,180,ChooseDropListDialogWindow,25,DenyDialogWindow,24,TextEntryDialogWindow,39,GrowlMorph,7,TaskbarMorph,77,ImageMorph,77,GLMSystemWindow,77,MessageDialogWindow,23,IdentifierChooserMorph,8,SystemProgressMorph,72,NautilusWindow,77,PluggableDialogWindow,98,QuestionDialogWindow,19,AlertDialogWindow,21,SystemWindow,565,ErrorDialogWindow,20,FreeTypeFontSelectorDialogWindow,30,ProceedDialogWindow,22,ColorSelectorDialogWindow,29,FileDialogWindow,55,QuestionWithoutCancelDialogWindow,18
WorldState>>adjustWakeupTimes:>>arg>>now,SmallInteger,4
MorphChangedWithArguments>>deliverTo:>>arg>>aHandler,ControlButtonMorph,2,TabGroupMorph,1
WorldState>>CanSurrenderToOS,True,67938
Morph>>focusChanged>>temp>>rects,Array,204
HandMorph>>newMouseFocus:event:>>arg>>event,MouseButtonEvent,13
PasteUpMorph>>modalLockTo:>>temp>>lockStates,IdentityDictionary,2
Morph>>drawSubmorphsOn:>>arg>>aCanvas,FormCanvas,8863
MouseOverHandler>>overMorphs,WriteStream,139680
HandMorph>>lastMouseEvent,MouseButtonEvent,76,MouseWheelEvent,8,MouseMoveEvent,1116,MouseEvent,69840
WorldState>>recordDamagedRect:>>arg>>damageRect,Rectangle,10262
WorldState>>removeAlarm:for:>>arg>>aSelector,ByteSymbol,147
MorphExtension>>cornerStyle,ByteSymbol,1
Morph>>layoutBounds>>temp>>inset,Margin,1648,SmallInteger,407857,Point,210209
Morph>>setProperty:toValue:>>arg>>aSymbol,ByteSymbol,25920
Morph>>removeAllMorphsIn:>>temp>>set,IdentitySet,3128
Morph>>layoutBounds:>>temp>>inner,Rectangle,52077
MorphicEventDispatcher>>dispatchDropEvent:with:>>temp>>localEvt,DropEvent,88
Morph>>openInWindowLabeled:inWorld:>>temp>>extent,Point,11
Morph>>passivate>>1>>arg>>m,GTPlaygroundEditableTabLabel,1,DropListMorph,3,TextMorph,527,MorphTreePager,1,EditableDropListMorph,1,TextMorphForFieldView,3018,RubScrolledTextMorph,1,IconicButton,5,LazyMorphTreeNodeMorph,23974,TabBarMorph,1,RubCursor,1,HColorSelectorMorph,4,GLMLabelBrick,1,GLMFoundationBrick,1,SeparatorMorph,3,GLMPluggableButtonMorph,6,ScrollBar,16,LazyMorphTreeMorph,2,GLMTabLabelBrick,1,HSVColorSelectorMorph,3,PluggableSliderMorph,2,Morph,5273,TransformMorph,3028,TransformWithLayoutMorph,1,GroupboxMorph,10,RubTextScrollPane,1,GLMPagerBrick,1,PluggableIconListMorph,1,ToolDockingBarMorph,3,TextMorphForEditView,4,RubPrimarySelectionMorph,1,GLMBrick,1,PluggableMorphListMorph,1,LazyMorphListMorph,2,RubAdornmentDisplayer,1,LazyListMorph,5,WindowEdgeGripMorph,100,GLMMorphBrick,1,TabLabelItem,4,DockingBarToggleMenuItemMorph,1,GLMTabSelectorBrick,1,CheckboxMorph,1006,PluggableTextMorph,4,PaginatedMorphTreeMorph,2,PluggableListMorph,5,IndentingListItemMorph,104,CheckboxButtonMorph,1006,MorphTreeResizerMorph,7,MultistateButtonMorph,77,PluggableTextFieldMorph,3015,GLMStringBrick,1,IconicListItem,3,TabLabelMorph,1,ControlButtonMorph,7,LazyTabGroupMorph,1,TreeListMorph,2,StringMorph,24561,MorphDropListMorph,1,GLMScrollPaneBandBrick,1,LabelMorph,1651,PanelMorph,121,MorphTreeTransformMorph,9,TabGroupMorph,1,TopLeftGripMorph,25,PluggableToggleButtonMorph,3,PluggableButtonMorph,567,AlphaImageMorph,30,ImageMorph,574,LockableTabMorph,1,ColorPresenterMorph,1,MorphTreeNodeMorph,25544,RubEditingArea,1,SVColorSelectorMorph,4,TopRightGripMorph,25,GLMPagerScrollBrick,1,PlainGroupboxMorph,12,BorderedMorph,68,BottomLeftGripMorph,25,RubHighlightSegmentMorph,1,HSVAColorSelectorMorph,2,BottomRightGripMorph,25,AlignmentMorph,622,TabMorph,3,MorphTreeColumnButton,12,MorphTreeMorph,5,BracketMorph,14,TabManagerMorph,1,TabSelectorMorph,1,AColorSelectorMorph,3
WorldState>>displayWorld:submorphs:>>4>>temp>>handDamageRects,Array,170
Morph>>handleKeystroke:>>2>>arg>>handler,KMShortcutHandler,8
HandMorph>>generateMouseEvent:>>temp>>type,ByteSymbol,588
Morph>>eventHandler:>>arg>>anEventHandler,MorphicEventHandler,83484
MorphExtension>>visible:>>arg>>newValue,False,18561
Morph>>adhereToEdge:>>temp>>edgeMessage,ByteSymbol,83
HandMorph>>dropMorph:event:>>temp>>event,DropEvent,4
MouseOverHandler>>handleAsMouseLeave:>>arg>>anEvent,MouseButtonEvent,21,MouseMoveEvent,81,MouseEvent,65
WorldState>>drawWorld:submorphs:invalidAreasOn:>>arg>>aWorld,WorldMorph,170
Morph>>on:send:to:>>arg>>eventName,ByteSymbol,375449
HandMorph>>generateMouseEvent:>>1>>arg>>kmBuffer,KMBuffer class,603
PasteUpMorph>>modalUnlockFrom:>>arg>>aSystemWindow,QuestionDialogWindow,1,PluggableDialogWindow,1
MouseOverHandler>>informMouseLeaveToLeftMorphsUsing:>>arg>>anEvent,MouseButtonEvent,21,MouseMoveEvent,81,MouseEvent,65
